,Day since infection,"Proba Neut Min
 vs. BA.3 antigen","Proba Neut Max
 vs. BA.3 antigen","Proba Neut Min
 vs. BA.5 antigen","Proba Neut Max
 vs. BA.5 antigen"
24,25,0.9995822603749386,0.9998073613509928,0.535991288018737,0.5853601864693017
25,26,0.9995339269061283,0.999806312699576,0.5288124847267826,0.5850228509445086
26,27,0.9994787372092102,0.9998070259029134,0.5214277276587505,0.5852520928041873
27,28,0.9994159033255833,0.9998074977435454,0.51387033864299,0.5854041871130966
28,29,0.999344550434003,0.9998070555735543,0.5061699682442737,0.5852616467385657
29,30,0.9992637120675525,0.9998057782648657,0.4983530792783394,0.5848515828880534
30,31,0.999172325008793,0.9998037269642056,0.49044334961607683,0.5841982479414836
31,32,0.9990692239622906,0.9998009486555759,0.482462010545212,0.5833233982680959
32,33,0.9989531360901835,0.9997974788785784,0.47442813324599575,0.5822466029676596
33,34,0.9988226754884459,0.9997933438209214,0.466358873140465,0.5809855076693615
34,35,0.9986763376770844,0.9997885619422244,0.4582696797541248,0.5795560608214319
35,36,0.9985124941754402,0.9997831452434152,0.45017447811151334,0.577972708547775
36,37,0.9983293872331716,0.9997771002657,0.4420858264466849,0.5762485630599071
37,38,0.9981251247877858,0.9997704288814139,0.43401505405298957,0.574395548736059
38,39,0.9978976757203125,0.9997631289233886,0.4259723823546476,0.572424529270156
39,40,0.9976448654815625,0.9997551946880544,0.41796703170399585,0.5703454187171483
40,41,0.9973643721621317,0.9997466173390759,0.4100073159543457,0.568167278791071
41,42,0.9970537230797055,0.9997373852320794,0.4021007265000318,0.5658984043871882
42,43,0.9967102919571349,0.9997274841763556,0.39425400719053505,0.563546398983106
43,44,0.9963312967640652,0.9997168976458919,0.38647322129774,0.5611182413126362
44,45,0.9959137982935068,0.9997056069494175,0.37876381153186534,0.5586203444901015
45,46,0.9954546995425608,0.9996935913670848,0.37113065395251765,0.5560586085832815
46,47,0.9949507459634923,0.9996808282598422,0.3635781064993694,0.5534384674836905
47,48,0.9943985266474408,0.9996672931563212,0.3561100527663188,0.550764930797924
48,49,0.9937944764982466,0.9996529598211145,0.3487299415593189,0.5480426213790974
49,50,0.9931348794481525,0.9996378003075675,0.3414408227078989,0.5452758090293817
50,51,0.9924158727605118,0.9996217849976192,0.3342453795411543,0.5424684408304454
51,52,0.9916334524571488,0.9996048826307609,0.32714595838851945,0.5396241684959184
52,53,0.9907834798996958,0.9995870603238063,0.3201445954224402,0.5367463730868504
53,54,0.9898616895451606,0.9995682835828731,0.3132430411227495,0.5338381873859874
54,55,0.9888636978862188,0.9995485163087295,0.30644278261023983,0.5309025161882359
55,56,0.9877850135763867,0.9995277207964747,0.2997450640687117,0.5279420547318272
56,57,0.9866210487294063,0.9995058577303557,0.2931509054500927,0.5249593054665844
57,58,0.985367131370995,0.9994828861744052,0.28666111963552676,0.5219565933315362
58,59,0.9840185190097044,0.9994587635594699,0.2802763282061851,0.5189360796933684
59,60,0.9825704132821278,0.999433445667125,0.2739969759606524,0.5158997750792653
60,61,0.9810179756162514,0.9994068866108884,0.26782334430074506,0.512849550822211
61,62,0.979356343845493,0.9993790388151009,0.2617555635943436,0.5097871497233688
62,63,0.9775806496950766,0.9993498529917811,0.25579362461200505,0.5067141958244985
63,64,0.9756860370519865,0.9993192781157315,0.2499373891236525,0.5036322033731734
64,65,0.9736676809199871,0.9992872613981325,0.24418659973229428,0.5005425850546934
65,66,0.9715208069522111,0.9992537482588403,0.23854088901344683,0.4974466595567921
66,67,0.969240711445745,0.9992186822975733,0.23299978802156152,0.4943456585264133
67,68,0.9668227816755918,0.9991820052641599,0.22756273421819095,0.4912407329718176
68,69,0.9642625164394687,0.9991436570279993,0.22222907887082055,0.48813295915797494
69,70,0.9615555466802037,0.9991035755468749,0.2169980939660996,0.48502334403851366
70,71,0.9586976560490785,0.9990616968352479,0.21186897867662458,0.4819128302633354
71,72,0.9556848012714184,0.9990179549321511,0.20684086541634517,0.47880230079731456
72,73,0.9525131321750453,0.9989722818687893,0.2019128255160486,0.4756925831822071
73,74,0.9491790112429463,0.9989246076359536,0.19708387454717224,0.4725844534709621
74,75,0.9456790325536404,0.9988748601513432,0.1923529773193594,0.46947863986099647
75,76,0.9420100399762295,0.9988229652268887,0.1877190525746555,0.4663758260506451
76,77,0.9381691444919759,0.9987688465361644,0.1831809773990175,0.4632766543408685
77,78,0.9341537405203715,0.9987124255819746,0.17873759136985268,0.4601817285024138
78,79,0.9299615211349969,0.9986536216641944,0.17438770045653862,0.457091616426881
79,80,0.9255904920629164,0.9985923518479446,0.17013008068936197,0.4540068525786196
80,81,0.9210389843708067,0.9985285309321784,0.16596348161093522,0.45092794026294625
81,82,0.9163056657513579,0.998462071418752,0.16188662952294897,0.4478553537249188
82,83,0.9113895503345942,0.9983928834820563,0.15789823054005692,0.44478954009173133
83,84,0.9062900069604884,0.9983208749392791,0.15399697346173158,0.44173092117073764
84,85,0.9010067658614642,0.9982459512213695,0.15018153247210708,0.43867989511415906
85,86,0.8955399237159303,0.9981680153447748,0.14645056967706704,0.4356368379606419
86,87,0.8898899470467482,0.9980869678840192,0.14280273748717776,0.4326021050630371
87,88,0.8840576739513237,0.9980027069451916,0.13923668085448315,0.4295760324110345
88,89,0.8780443141627234,0.9979151281404115,0.13575103937063926,0.4265589378566138
89,90,0.8718514474536911,0.9978241245633389,0.13234444923340138,0.42355112224966185
90,91,0.865481020407551,0.9977295867657953,0.12901554508805435,0.42055287049052514
91,92,0.8589353415916221,0.9976314027355613,0.12576296174998458,0.4175644525057718
92,93,0.8522170751798082,0.9975294578754167,0.12258533581426179,0.4145861241529303
93,94,0.8453292330813775,0.9974236349834861,0.11948130715776617,0.4116181280595532
94,95,0.838275165642524,0.997313814234956,0.11644952033913225,0.4086606944015412
95,96,0.8310585509960075,0.997199873165226,0.11348862590149555,0.40571404162528457
96,97,0.8236833831419892,0.997081686654556,0.11059728158280724,0.4027783771178496
97,98,0.8161539588500082,0.9969591269142732,0.10777415343824726,0.39985389782909775
98,99,0.8084748634778958,0.9968320634745984,0.10501791687906004,0.3969407908493563
99,100,0.8006509558082564,0.996700363174153,0.1023272576319596,0.39403923394596874
100,101,0.7926873520069491,0.9965638901512057,0.09970087262304206,0.39114939606181376
101,102,0.7845894088107919,0.9964225058367182,0.0971374707900049,0.3882714377786485
102,103,0.7763627060535092,0.9962760689492466,0.09463577382629074,0.38540551174791715
103,104,0.7680130286397491,0.9961244354917553,0.0921945168606334,0.38255176309146444
104,105,0.7595463480768911,0.9959674587503987,0.08981244907533192,0.37971032977442465
105,106,0.750968803673351,0.9958049892953237,0.08748833426644897,0.3768813429523643
106,107,0.7422866835102553,0.9956368749835478,0.08522095134899332,0.3740649272946285
107,108,0.7335064052907414,0.9954629609639611,0.0830090948100225,0.3712612012856691
108,109,0.7246344971678195,0.9952830896845042,0.08085157511248042,0.3684702775060207
109,110,0.7156775786477739,0.9950971009015676,0.0787472190524694,0.365692262894451
110,111,0.7066423416615459,0.9949048316916618,0.07669487007254361,0.3629272589927084
111,112,0.6975355318915404,0.9947061164653995,0.07469338853350427,0.3601753621741709
112,113,0.6883639304358382,0.9945007869838347,0.07274165194706816,0.3574366638576205
113,114,0.6791343358860427,0.9942886723771974,0.0708385551716938,0.35471125070725307
114,115,0.6698535468889252,0.994069599166064,0.06898301057372891,0.35199920481997216
115,116,0.6605283452557897,0.9938433912849981,0.06717394815597588,0.349300603900917
116,117,0.6511654796771144,0.9936098701086977,0.06541031565566302,0.34661552142811713
117,118,0.6417716500935651,0.9933688544806771,0.06369107861372292,0.3439440268070958
118,119,0.6323534927680546,0.9931201607445169,0.06201522041720631,0.3412861855161725
119,120,0.6229175660971107,0.9928636027777052,0.06038174231656446,0.33864205924317137
120,121,0.6134703371935386,0.9925989920280957,0.05878966341945513,0.33601170601418506
121,122,0.6040181692662285,0.9923261375530038,0.057238020662664923,0.3333951803149826
122,123,0.59456730981701,0.99204484606096,0.055725868763643716,0.3307925332056253
123,124,0.5851238796687523,0.991754921956134,0.05425228015309502,0.3282038124287944
124,125,0.5756938628334534,0.9914561673854454,0.052816344889986655,0.32562906251230417
125,126,0.5662830972239046,0.9911483822883687,0.05141717056028405,0.32306832486623427
126,127,0.556897266207667,0.9908313644494401,0.05005388216063689,0.3205216378750868
127,128,0.5475418909975673,0.9905049095534705,0.04872562196820229,0.3179890369853341
128,129,0.5382223238687541,0.9901688112434631,0.04743154939771088,0.3154705547887048
129,130,0.5289437421884922,0.9898228611812366,0.04617084084683831,0.3129662211015225
130,131,0.5197111432414223,0.9894668491107438,0.04494268953088165,0.3104760630403832
131,132,0.5105293398298569,0.9891005629240798,0.04374630530769352,0.3080001050944503
132,133,0.5014029566259155,0.9887237887301658,0.04258091449376411,0.30553836919460686
133,134,0.49233642724985893,0.9883363109260926,0.04144575967231445,0.3030908747796969
134,135,0.48333399204688854,0.9879379122711055,0.040340099494185266,0.3006576388600658
135,136,0.4743996965328906,0.9875283739632054,0.03926320847229936,0.29823867607859567
136,137,0.46553739047814846,0.9871074757183435,0.03821437677039219,0.2958339987694103
137,138,0.4567507275968744,0.9866749958521777,0.03719290998670044,0.29344361701441923
138,139,0.4480431658095375,0.9862307113643581,0.036198128933232376,0.2910675386978504
139,140,0.43941796804432676,0.9857743980253049,0.035229369411220235,0.2887057695589079
140,141,0.4308782035437422,0.9853058304654394,0.03428598198331401,0.2863583132426918
141,142,0.42242674964214677,0.9848247822668256,0.03336733174304629,0.2840251713494888
142,143,0.4140662939801908,0.9843310260571722,0.032472798082051724,0.2817063434825472
143,144,0.40579933712228733,0.9838243336061493,0.03160177445551593,0.2794018272944373
144,145,0.3976281955437483,0.9833044759239636,0.030753668146274338,0.27711161853208743
145,146,0.3895550049547959,0.9827712233621353,0.029927900027973076,0.27483571108057747
146,147,0.3815817239293935,0.9822243457164176,0.029123904327662542,0.2725740970057742
147,148,0.3737101378077017,0.9816636123317952,0.028341128388180148,0.27032676659587307
148,149,0.36594186284192454,0.9810887922094949,0.0275790324306453,0.2680937084019165
149,150,0.35827835055637125,0.9804996541159379,0.026837089317368834,0.26587490927734514
150,151,0.350720892293681,0.9798959666935638,0.0261147843154641,0.26367035441664344
151,152,0.3432706239203517,0.9792774985734471,0.025411614861414855,0.26148002739312026
152,153,0.3359285306659523,0.9786440184896295,0.02472709032684306,0.25930391019588217
153,154,0.3286954520716725,0.9779952953950862,0.024060731785698453,0.2571419832660329
154,155,0.32157208702515716,0.9773310985792426,0.02341207178307414,0.2549942255321438
155,156,0.31455899885989114,0.9766511977869528,0.022780654105837517,0.2528606144450306
156,157,0.30765662049871445,0.9759553633388509,0.022166033555242715,0.2507411260118618
157,158,0.3008652596223603,0.9752433662529859,0.02156777572169133,0.24863573482964418
158,159,0.2941851038452111,0.9745149783676406,0.020985456761770882,0.24654441411809436
159,160,0.2876162258817472,0.973769972465243,0.0204186631777159,0.24446713575193824
160,161,0.281158588688426,0.9730081223972683,0.01986699159939087,0.24240387029264943
161,162,0.274812050566953,0.9722292032100326,0.019330048568916736,0.24035458701965462
162,163,0.26857637021610303,0.9714329912712736,0.018807450328022668,0.23831925396102316
163,164,0.26245121172040575,0.9706192643974161,0.018298822608213028,0.236297837923659
164,165,0.2564361494651205,0.9697878019814151,0.017803800423819016,0.23429030452301014
165,166,0.250530672968002,0.9689383851210686,0.017322027868001744,0.2322966182123115
166,167,0.24473419161938048,0.9680707967476916,0.01685315791176234,0.23031674231137533
167,168,0.23904603932305724,0.9671848217550414,0.01639685220600462,0.22835063903494113
168,169,0.23346547903144432,0.9662802471283822,0.015952780886692275,0.22639826952059416
169,170,0.22799170716926087,0.965356862073577,0.015520622383130456,0.22445959385627068
170,171,0.22262385794092987,0.9644144581460934,0.01510006322940216,0.2225345711073482
171,172,0.2173610075175949,0.9634528293798115,0.01469079787897698,0.22062315934333954
172,173,0.21220217810041941,0.9624717724155154,0.014292528522502845,0.21872531566419395
173,174,0.2071463418575047,0.9614710866289586,0.013904964908800554,0.21684099622621478
174,175,0.2021924247324135,0.9604505742583854,0.013527824169047076,0.21497015626759886
175,176,0.1973393101228723,0.9594100405313933,0.013160830644169508,0.2131127501336042
176,177,0.1925858424287653,0.9583492937910241,0.012803715715420383,0.21126873130135604
177,178,0.18793083046905867,0.9572681456209658,0.012456217638150191,0.20943805240428903
178,179,0.18337305076773325,0.9561664109697545,0.012118081378736933,0.2076206652562389
179,180,0.1789112507092393,0.9550439082738591,0.011789058454686807,0.20581652087518076
180,181,0.17454415156437142,0.9539004595795392,0.011468906777859056,0.20402556950662687
181,182,0.17027045138780783,0.9527358906633618,0.011157390500812103,0.20224776064667915
182,183,0.16608882778886214,0.9515500311512674,0.010854279866236771,0.20048304306474618
183,184,0.16199794057729422,0.950342714636073,0.010559351059454491,0.19873136482592768
184,185,0.15799643428625665,0.9491137787933073,0.010272386063946981,0.19699267331306713
185,186,0.15408294057468674,0.9478630654952664,0.009993172519889626,0.19526691524848017
186,187,0.15025608051163342,0.946590420923188,0.009721503585655378,0.1935540367153562
187,188,0.1465144667451882,0.945295695677438,0.009457177802250749,0.1918539831788435
188,189,0.14285670555881214,0.9439787448856076,0.009199998960655376,0.19016669950681253
189,190,0.13928139881798685,0.9426394283084227,0.008949775972020402,0.18849212999030796
190,191,0.13578714581020712,0.941277610443364,0.008706322740690053,0.1868302183636873
191,192,0.13237254498141138,0.939893160625906,0.008469458040010092,0.18518090782444707
192,193,0.12903619557200574,0.9384859531282783,0.008239005390878407,0.18354414105274808
193,194,0.12577669915568312,0.93705586725566,0.008014792942999449,0.18191986023063111
194,195,0.12259266108427302,0.9356027874397186,0.007796653358797423,0.1803080070609313
195,196,0.11948269184185722,0.9341266033294063,0.007584423699955711,0.17870852278589644
196,197,0.1164454083114056,0.932627209878934,0.00737794531652447,0.1771213482055024
197,198,0.1134794349571685,0.931104507432839,0.00717706373856708,0.17554642369547835
198,199,0.11058340492604368,0.9295584018080725,0.0069816285702981595,0.17398368922503615
199,200,0.10775596107111063,0.9279888043730323,0.006791493386665959,0.17243308437431237
200,201,0.10499575690047891,0.9263956321234694,0.00660651563234016,0.17089454835151963
201,202,0.10230145745457264,0.924778807755201,0.006426556523061122,0.16936802000981244
202,203,0.09967174011489643,0.9231382597335676,0.006251480949304167,0.16785343786387397
203,204,0.09710529534729406,0.9214739223595703,0.006081157382221369,0.16635074010621298
204,205,0.09460082738263831,0.9197857358326356,0.005915457781809019,0.16485986462319258
205,206,0.09215705483783343,0.9180736463099488,0.005754257507267546,0.1633807490107727
206,207,0.08977271127992725,0.9163376059623107,0.005597435229503289,0.16191333058998603
207,208,0.08744654573608035,0.914577573026468,0.005444872845733917,0.16045754642213683
208,209,0.08517732315204851,0.9127935118538764,0.005296455396154309,0.15901333332373346
209,210,0.08296382480176323,0.9109853929558553,0.0051520709826199385,0.15758062788115101
210,211,0.08080484865052295,0.9091531930451039,0.005011610689308554,0.15615936646503337
211,212,0.07869920967421795,0.9072968950735377,0.004874968505317656,0.15474948524442766
212,213,0.07664574013694947,0.9054164882664301,0.004742041249155671,0.15335092020066332
213,214,0.07464328982930246,0.9035119681528228,0.004612728495090868,0.15196360714096924
214,215,0.0726907262694736,0.901583336592195,0.004486932501314933,0.15058748171184044
215,216,0.07078693486936116,0.8996306017973693,0.004364558139884012,0.14922247941214806
216,217,0.06893081906765541,0.8976537783536421,0.004245512828394582,0.14786853560600055
217,218,0.06712130043188047,0.8956528872341339,0.004129706463363858,0.14652558553535933
218,219,0.0653573187312727,0.8936279558113498,0.0040170513552687526,0.14519356433240393
219,220,0.06363783198229678,0.8915790178649527,0.003907462165213538,0.14387240703165882
220,221,0.06196181646852661,0.889506113585749,0.00380085584318135,0.14256204858187893
221,222,0.06032826673655556,0.8874092895758967,0.003697151567845336,0.14126242385769616
222,223,0.05873619556951104,0.8852885988453416,0.0035962706878917006,0.13997346767103114
223,224,0.057184633939698526,0.8831441008045002,0.0034981366648305645,0.1386951147822738
224,225,0.05567263094181396,0.8809758612532017,0.003402675017251333,0.13742729991123093
225,226,0.05419925370811496,0.8787839523659147,0.0033098132664981517,0.13616995774784724
226,227,0.05276358730685882,0.8765684526732794,0.0032194808837247013,0.13492302296270509
227,228,0.051364734625267805,0.8743294470399748,0.003131609238300137,0.13368643021729465
228,229,0.050001816238212315,0.8720670266389523,0.0030461315475348583,0.13246011417406978
229,230,0.04867397026375164,0.8697812889220691,0.00296298282769214,0.13124400950628512
230,231,0.04738035220660142,0.8674723375871598,0.002882099846255759,0.13003805090761744
231,232,0.04612013479056187,0.865140282541589,0.002803421075429302,0.12884217310157553
232,233,0.044892507780870505,0.8627852398623244,0.0027268866468260766,0.12765631085070084
233,234,0.04369667779740194,0.8604073317525819,0.0026524383073334157,0.12648039896556262
234,235,0.04253186811958076,0.858006686495091,0.0025800193761160717,0.12531437231354348
235,236,0.04139731848384043,0.855583438402033,0.002509574702729389,0.12415816582743044
236,237,0.04029228487438952,0.8531377277617069,0.0024410506263236043,0.12301171451380133
237,238,0.039216039308041295,0.8506697007819845,0.0023743949359037453,0.12187495346121646
238,239,0.038167869613776495,0.8481795095306099,0.0023095568316222614,0.12074781784821798
239,240,0.037147079207707545,0.8456673118724136,0.002246486887083954,0.11963024295113434
240,241,0.03615298686405255,0.8431332714034996,0.002185137012631455,0.1185221641516998
241,242,0.035184926482693446,0.8405775573824792,0.0021254604195840576,0.11742351694448472
242,243,0.03424224685386579,0.8380003446588175,0.002067411585424561,0.11633423694414224
243,244,0.03332431142048442,0.835401813598368,0.002010946219883736,0.11525425989247795
244,245,0.03243049803858278,0.8327821500061652,0.0019560212319235104,0.1141835216653353
245,246,0.03156019873631588,0.8301415450465566,0.0019025946975812502,0.11312195827930949
246,247,0.030712819471932384,0.8274801951607444,0.0018506258286626887,0.11206950589828435
247,248,0.029887779891121236,0.8247983019818239,0.0018000749422558693,0.11102610083980202
248,249,0.029084513084079222,0.8220960722473932,0.001750903431048112,0.10999167958126055
249,250,0.028302465342651684,0.819373717709819,0.001703073734429461,0.10896617876594838
250,251,0.02754109591784737,0.8166314550442424,0.0016565493103509743,0.10794953520891326
251,252,0.02679987677802742,0.8138695057544063,0.0016112946079364088,0.1069416859026715
252,253,0.02607829236803505,0.8110880960763944,0.0015672750408082248,0.10594256802275914
253,254,0.02537583936951593,0.8082874568803635,0.0015244569611276848,0.10495211893312528
254,255,0.024692026462657446,0.8054678235703612,0.001482807634318295,0.10397027619137245
255,256,0.024026374089560876,0.8026294359823116,0.0014422952144599321,0.10299697755384651
256,257,0.023378414219440424,0.7997725382802658,0.0014028887203380025,0.10203216098057788
257,258,0.02274769011582689,0.7968973788509965,0.001364558012127648,0.1010757646400745
258,259,0.022133756105936597,0.7940042101970354,0.0013272737686956804,0.10012772691397187
259,260,0.02153617735235891,0.791093288828237,0.0012910074655111403,0.09918798640154258
260,261,0.020954529627191576,0.7881648751519641,0.001255731353140388,0.09825648192406367
261,262,0.020388399088745346,0.7852192333619803,0.0012214184363152913,0.09733315252904873
262,263,0.01983738206093455,0.7822566313261432,0.001188042453561633,0.0964179374943458
263,264,0.019301084815436242,0.7792773404729899,0.0011555778573698605,0.09551077633209992
264,265,0.018779123356723937,0.776281635677298,0.0011239997948953029,0.09461160879258945
265,266,0.01827112321003388,0.7732697951447209,0.0010932840891740847,0.09372037486792961
266,267,0.017776719212344916,0.7702421002955795,0.0010634072208409728,0.09283701479565531
267,268,0.017295555306423016,0.7671988356479037,0.0010343463103403838,0.09196146906217517
268,269,0.016827284337980863,0.7641402886998091,0.0010060791006040182,0.0910936784061086
269,270,0.016371567855997804,0.7610667498112984,0.0009785839402044472,0.09023358382150004
270,271,0.015928075916230355,0.7579785120855748,0.0009518397669514567,0.08938112656091879
271,272,0.01549648688794314,0.7548758712499506,0.0009258260919314809,0.08853624813844085
272,273,0.015076487263884109,0.751759125536442,0.0009005229839763595,0.08769889033252154
273,274,0.014667771473512503,0.7486285755621256,0.0008759110545460969,0.08686899518875368
274,275,0.01427004169949786,0.7454845242093524,0.0008519714430212932,0.0860465050225172
275,276,0.013883007697487626,0.7423272765058863,0.0008286858023871524,0.08523136242152618
276,277,0.013506386619146826,0.7391571395050629,0.0008060362853057335,0.08442351024826433
277,278,0.013139902838465778,0.7359744221660369,0.0007840055305603499,0.08362289164232373
278,279,0.012783287781326091,0.7327794352342054,0.0007625766498648989,0.08282945002263842
279,280,0.012436279758307411,0.7295724911218767,0.0007417332150313483,0.08204312908962053
280,281,0.0120986238007319,0.7263539037892658,0.0007214592454791724,0.08126387282720138
281,282,0.011770071499913382,0.7231239886258889,0.0007017391960832953,0.08049162550477185
282,283,0.011450380849596598,0.7198830623324302,0.0006825579453488828,0.07972633167903753
283,284,0.011139316091561713,0.7166314428031493,0.0006639007839059907,0.07896793619577314
284,285,0.010836647564361201,0.7133694490089052,0.0006457534033137424,0.07821638419149612
285,286,0.010542151555168355,0.7100974008808585,0.0006281018851661546,0.07747162109504568
286,287,0.010255610154698114,0.7068156191949213,0.0006109326904941703,0.07673359262907942
287,288,0.00997681111516846,0.7035244254570187,0.0005942326494523531,0.07600224481148432
288,289,0.009705547711274076,0.7002241417892252,0.000577988951282471,0.07527752395670473
289,290,0.009441618604121182,0.6969150908168358,0.0005621891345544139,0.07455937667699275
290,291,0.009184827708104581,0.6935975955564344,0.0005468210776623517,0.0738477498835729
291,292,0.008934984060669726,0.6902719793050109,0.000531872989586013,0.07314259078773677
292,293,0.008691901694932058,0.6869385655301894,0.0005173334008963248,0.07244384690185612
293,294,0.008455399515107431,0.683597677761616,0.0005031911550075208,0.07175146604032467
294,295,0.008225301174712318,0.680249639483562,0.000489435399663618,0.07106539632042597
295,296,0.008001434957491171,0.676894774028789,0.00047605557865848525,0.07038558616313073
296,297,0.007783633661029521,0.6735334044737267,0.0004630414237771774,0.06971198429382419
297,298,0.007571734483008297,0.670165853535007,0.0004503829469568732,0.06904453974296709
298,299,0.00736557891005496,0.666792443467402,0.00043807043266153034,0.06838320184668645
299,300,0.007165012609147592,0.6634134959632058,0.00042609443046037754,0.06772792024730556
300,301,0.006969885321528313,0.6600293320530979,0.00041444574780857835,0.06707864489380799
301,302,0.006780050759082834,0.6566402720085363,0.00040311544302773505,0.0664353260422399
302,303,0.00659536650313608,0.6532466352457016,0.00039209481846780303,0.0657979142560513
303,304,0.006415693905629127,0.6498487402310444,0.00038137541386562557,0.06516636040637958
304,305,0.006240897992623284,0.6464469043884523,0.0003709489998729998,0.06454061567227398
305,306,0.006070847370091781,0.6430414440080798,0.00036080757176903955,0.0639206315408627
306,307,0.005905414131958331,0.6396326741568623,0.00035094334333851673,0.06330635980746657
307,308,0.005744473770328717,0.6362209085907451,0.0003413487409164029,0.06269775257565835
308,309,0.005587905087885092,0.6328064596686525,0.00033201639759672386,0.062094762257266956
309,310,0.005435590112389255,0.6293896382682174,0.0003229391475968457,0.061497341572336106
310,311,0.00528741401325572,0.6259707537032969,0.0003141100207743053,0.06090544354902494
311,312,0.005143265020153942,0.6225501136432913,0.0003055222372956301,0.06031902152346913
312,313,0.0050030343435948366,0.6191280240342858,0.00029716920244604594,0.05973802913958437
313,314,0.0048666160974631945,0.6157047890220291,0.000289044501583402,0.0591624203488329
314,315,0.004733907223450129,0.6122807108767677,0.00028114189522732147,0.0585921494099374
315,316,0.004604807417348145,0.6088560899199418,0.00027345531428346614,0.058027170888555024
316,317,0.0044792190571733,0.6054312244527638,0.0002659788553964759,0.05746743965690759
317,318,0.004357047133061176,0.6020064106866778,0.00025870677643025086,0.05691291089336947
318,319,0.004238199178914881,0.598581942675718,0.00025163349206958063,0.056363540082014496
319,320,0.004122585205753482,0.5951581122507644,0.0002447535695434544,0.05581928301212358
320,321,0.004010117636727872,0.5917352089557087,0.00023806172446261264,0.055280095777654914
321,322,0.003900711243768007,0.5883135199855252,0.00023155281677467165,0.05474593477667522
322,323,0.003794283085822747,0.5848933301262526,0.00022522184682138846,0.05421675671075388
323,324,0.0036907524486557985,0.5814749216968917,0.00021906395151249924,0.05369251858432411
324,325,0.003590040786164539,0.5780585744932079,0.00021307440059725735,0.053173177704006314
325,326,0.003492071663183438,0.5746445657334454,0.00020724859303922205,0.052658691677901825
326,327,0.003396770699741314,0.5712331700059419,0.00020158205349152247,0.05214901841485031
327,328,0.003304065516735566,0.5678246592186456,0.0001960704288654913,0.05164411612365771
328,329,0.0032138856829931894,0.5644193025505244,0.00019070948499555485,0.051143943312293216
329,330,0.0031261626636821527,0.5610173664048581,0.00018549510338994324,0.05064845878705537
330,331,0.003040829770047382,0.5576191143644078,0.0001804232780779902,0.05015762165171134
331,332,0.0029578221104292757,0.5542248071484542,0.00017549011253537028,0.04967139130660503
332,333,0.0028770765425516487,0.5508347025716881,0.00017069181669815414,0.04918972744774197
333,334,0.002798531627025147,0.5474490555049446,0.0001660247040552454,0.048712590065844164
334,335,0.0027221275820624724,0.5440681178377713,0.0001614851888223079,0.0482399394453813
335,336,0.0026478062393540114,0.540692138442806,0.00015706978319163234,0.04777173616357833
336,337,0.002575511001090325,0.5373213631419617,0.0001527750946567208,0.04730794108939451
337,338,0.0025051867980986353,0.5339560346743922,0.000148597823410479,0.046848515382486466
338,339,0.0024367800490636693,0.5305963926662274,0.0001445347598146851,0.04639342049214212
339,340,0.0023702386208096504,0.5272426736020583,0.00014058278193607165,0.04594261815619727
340,341,0.002305511789617909,0.5238951107981528,0.00013673885315357293,0.04549607039992887
341,342,0.0022425502035513523,0.5205539343773851,0.00013300001982663456,0.04505373953492997
342,343,0.0021813058457645917,0.5172193712458566,0.00012936340903069166,0.04461558815796429
343,344,0.0021217319987703043,0.5138916450711861,0.00012582622635060048,0.04418157914980192
