,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen"
0,1,0.0,0.0
1,2,0.19758888422960463,0.6282026823525468
2,3,0.34129481246861404,0.810815375568309
3,4,0.4483669545623903,0.8829912189276174
4,5,0.5298368699846789,0.9175534644955952
5,6,0.592945092482753,0.936278756595143
6,7,0.6425969267948085,0.9473043932745974
7,8,0.6821969888624784,0.9542091996684503
8,9,0.7141580848546338,0.9587013076523975
9,10,0.7402224463058409,0.9616564239370444
10,11,0.7616695331780429,0.9635963364247715
11,12,0.7794534540748573,0.964852500692891
12,13,0.7942956743294136,0.9656174617720552
13,14,0.8067487059067167,0.9660107073701363
14,15,0.81724059329892,0.9661230619828695
15,16,0.826107917223203,0.9660250876679078
16,17,0.833615324071729,0.9657599109230196
17,18,0.8399675326713241,0.9653566592891712
18,19,0.8453300900193523,0.9648410263728973
19,20,0.8498381223281238,0.9642353732335879
20,21,0.8536026937717294,0.9635535351120283
21,22,0.8567156947698047,0.9628051742919618
22,23,0.8592536324386043,0.9619995274045094
23,24,0.8612805937120479,0.9611451076688812
24,25,0.8628505793953435,0.9602855216142423
25,26,0.8640093557761273,0.9595732206553275
26,27,0.8647959331396866,0.9588038262511579
27,28,0.8652437533694841,0.9579814919374605
28,29,0.8653816488422963,0.9571100317722642
29,30,0.865234620020733,0.9561932229538573
30,31,0.8648243105173837,0.9553345025788642
31,32,0.8641667732807164,0.9545415528330146
32,33,0.8632735293035942,0.9536985535113096
33,34,0.8621545707399394,0.9528098377934546
34,35,0.8608186829346636,0.9518777304107086
35,36,0.8592736400533589,0.9509037703196528
36,37,0.8575263765136223,0.9500122407893246
37,38,0.8529402806221262,0.9491518463291772
38,39,0.8464544812026196,0.948245556914537
39,40,0.8397773755346616,0.9472957636399544
40,41,0.8329139291069012,0.9463048580970352
41,42,0.82586998880304,0.9452752025035112
42,43,0.8186522671796665,0.9443279318728294
43,44,0.8112671708713388,0.9434078885107372
44,45,0.8037194132529253,0.9424453414351086
45,46,0.7960144335124357,0.9414415815573688
46,47,0.7881582179647513,0.9403979156905351
47,48,0.7801572811481923,0.939315674178592
48,49,0.7720186444229434,0.9381962171154403
49,50,0.763749751386545,0.9370409391626109
50,51,0.755357251971905,0.9358511617724009
51,52,0.7468474900857691,0.9346271618020154
52,53,0.7382271852536737,0.9333691912337432
53,54,0.7295033266623966,0.9320776295746418
54,55,0.7206831546939432,0.9307528896544726
55,56,0.7117741416303729,0.9293954191124696
