,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen"
0,1,0.0,0.0
1,2,0.05527822648530356,0.23512418913251332
2,3,0.10344405425918501,0.37459434784585466
3,4,0.1455711210649382,0.4628151407775939
4,5,0.18254334242771741,0.5213583478250563
5,6,0.21507606107448063,0.5613972802984466
6,7,0.24376356511344555,0.5893020973437629
7,8,0.26910408796316654,0.6090619268144124
8,9,0.29151770497790297,0.6231244246309211
9,10,0.3113604947260762,0.6329959476693285
10,11,0.3289358172522734,0.6397806935224247
11,12,0.34450335052330394,0.6443149418023583
12,13,0.35828637121639806,0.647133795498039
13,14,0.3704776512032858,0.6486005361527194
14,15,0.38124425540233686,0.6490218464378177
15,16,0.39073305193075736,0.6486544036899605
16,17,0.39907064351454746,0.6476637027730613
17,18,0.40636040268508955,0.6461677074207783
18,19,0.4126939536638492,0.6442729980829179
19,20,0.41815315527036123,0.6420729711752398
20,21,0.42281142170745034,0.6396282052323248
21,22,0.4267348438997923,0.6369827340069201
22,23,0.4299831436587618,0.6341775226652244
23,24,0.43261048709107763,0.6312492446684158
24,25,0.43466617896087933,0.628350089178954
25,26,0.4361952559154584,0.6259820694525249
26,27,0.4372389934080527,0.6234581294267478
27,28,0.4378353386515409,0.6207982258150603
28,29,0.43801927990044087,0.6180205573026822
29,30,0.4378231606951263,0.6151424967727812
30,31,0.43727673675388523,0.6124864711640463
31,32,0.43640376130184444,0.6100668726936156
32,33,0.43522311535374925,0.6075282420901902
33,34,0.433752591840337,0.6048883965250653
34,35,0.4320091341831721,0.6021586040256384
35,36,0.43000893260728956,0.5993474640055314
36,37,0.42776750918637996,0.5968100030258343
37,38,0.42198500197292943,0.5943925839588311
38,39,0.4140437705983424,0.5918786247322263
39,40,0.4061388980562699,0.5892786307497603
40,41,0.39827924953176796,0.5866027455575051
41,42,0.3904735009344632,0.5838606471052894
42,43,0.38273009557149984,0.5813714935245626
43,44,0.37505603070143245,0.5789837640803575
44,45,0.3674556583213766,0.5765163623251351
45,46,0.35993337578325435,0.5739757479432228
46,47,0.35249343155059043,0.5713682325759045
47,48,0.34513991083148376,0.5686999827240447
48,49,0.3378767237659559,0.5659770207716056
49,50,0.3307075439387749,0.5632052242560468
50,51,0.32363481931732585,0.5603900622373725
51,52,0.3166603243421302,0.5575343546578007
52,53,0.30978578173674787,0.5546407721737513
53,54,0.30301278612551097,0.5517121822799078
54,55,0.2963428057041735,0.5487514191080805
55,56,0.28977718416531717,0.5457612816177821
56,57,0.28331709943889516,0.5427445314244046
57,58,0.27696307704684053,0.5397038902824614
58,59,0.2707153674077398,0.5366420372415619
59,60,0.264574155798212,0.5335616054930017
60,61,0.2585395374206798,0.5304651789251337
61,62,0.2526115236804738,0.5273550491056864
62,63,0.2467900485226232,0.5242323627644543
63,64,0.2410749748091977,0.5210984049747299
64,65,0.23546595829862993,0.5179544966391656
65,66,0.22996234423272133,0.51480194727835
66,67,0.22456345251027765,0.5116420534929366
67,68,0.2192685430194361,0.5084760973636289
68,69,0.2140768221896745,0.5053053447923055
69,70,0.20898744964116855,0.5021310437876705
70,71,0.2039995447714823,0.49895442269891044
71,72,0.1991121932672878,0.4957766884009347
72,73,0.19432443622808637,0.4925988841941512
73,74,0.18963511893145557,0.48942157453779656
74,75,0.18504306207089438,0.48624540790621806
75,76,0.18054706992710778,0.4830710383167388
76,77,0.17614591581962669,0.4798991138436812
77,78,0.1718383475020281,0.4767302759393043
78,79,0.1676230924623704,0.47356515874587923
79,80,0.1634988631225599,0.47040438839963095
80,81,0.15946436193113944,0.4672485823273126
81,82,0.15551828634465092,0.46409834853617526
82,83,0.15165932759514167,0.4609542848981095
83,84,0.14788605955799472,0.45781693778265564
84,85,0.14419708967129086,0.4546866303464726
85,86,0.1405910489502724,0.4515637003108257
86,87,0.13706655613319874,0.44844849187632707
87,88,0.13362222135012813,0.44534134562389527
88,89,0.13025664970504247,0.44224259830429613
89,90,0.1269684447692363,0.43915258262792956
90,91,0.12375621198426956,0.4360716270550056
91,92,0.12061856197317211,0.433000055586252
92,93,0.117554113758924,0.42993818755429003
93,94,0.11456149788957148,0.4268863374158218
94,95,0.1116393594696401,0.42384481454476164
95,96,0.10878632672456279,0.4208138683835926
96,97,0.10600095620087613,0.4177936706514096
97,98,0.10328194976198124,0.4147844109659893
98,99,0.10062802343127908,0.41178627640073173
99,100,0.09803789413549457,0.40879945146634866
100,101,0.09551028174426968,0.4058241180991031
101,102,0.09304391105172438,0.4028604556502655
102,103,0.0906375136998877,0.3999086408767655
103,104,0.08828983004406021,0.39696884793304366
104,105,0.08599961096029818,0.3940412483640766
105,106,0.08376561959535633,0.3911260110995781
106,107,0.0815866330595324,0.38822330244935654
107,108,0.0794614440629775,0.38533328335112227
108,109,0.07738886249613053,0.3824560636528197
109,110,0.07536771695503208,0.379591740439129
110,111,0.07339685621235381,0.3767404150648843
111,112,0.07147514969828928,0.37390218670626363
112,113,0.06960135805206369,0.37107715241467
113,114,0.06777436679294024,0.36826540717149125
114,115,0.06599319156915884,0.36546704394370744
115,116,0.06425685284937677,0.362682153740297
116,117,0.06256437680911275,0.35991082566941157
117,118,0.06091479618999973,0.35715314699627665
118,119,0.05930715113207685,0.3544092032017816
119,120,0.057740489979417164,0.3516790780417197
120,121,0.05621387005939493,0.3489628536066458
121,122,0.05472635843595308,0.3462606103823068
122,123,0.05327703263725403,0.3435724118657537
123,124,0.051864981358121676,0.3408982952729577
124,125,0.05048930513771166,0.33823830650897846
125,126,0.049149117012874055,0.33559248953887466
126,127,0.047843543147684575,0.3329608863102743
127,128,0.04657172343964655,0.33034353681883155
128,129,0.04533281210307749,0.3277404791741614
129,130,0.04412597823020781,0.3251517496662166
130,131,0.04295040633053837,0.32257738283207227
131,132,0.04180529684899814,0.32001741152308083
132,133,0.040689866663466856,0.31747186697236407
133,134,0.03960334956222289,0.31494077886261007
134,135,0.03854497064632356,0.312424175394139
135,136,0.03751394285148035,0.3099220833532088
136,137,0.03650964672667756,0.3074345281805243
137,138,0.03553148257256877,0.3049615340399221
138,139,0.03457885641344549,0.302503123887197
